=== run_omegaup_retry J1 started 2026-05-03 07:02:28 ===

--- ATTEMPT 1/5 for J1 : Nx=20, Ny=100, Ny_axis=200 ---
cell verification:[i,j]=[17,20]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,21]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,22]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,23]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,24]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,25]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,26]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,27]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,28]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,29]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,30]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,31]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,32]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,33]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,34]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,35]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,36]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,37]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,38]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,39]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,40]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,41]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,42]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,43]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,44]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,45]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,46]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,47]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,48]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,49]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,50]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,51]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,52]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,53]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,54]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,55]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,56]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,57]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,58]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,59]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,60]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,61]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,62]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,63]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,64]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,65]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,66]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,67]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,68]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,69]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,70]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,71]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,72]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,73]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,74]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,75]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,76]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,77]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,78]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,79]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,80]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,81]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,82]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,83]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,84]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,85]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,86]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,87]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,88]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,89]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,90]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,91]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,92]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,93]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,94]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,95]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,96]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,97]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,98]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,99]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[17,100]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,1]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,2]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,3]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,4]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,5]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,6]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,7]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,8]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,9]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,10]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,11]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,12]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,13]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,14]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,15]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,16]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,17]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,18]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,19]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,20]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,21]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,22]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,23]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,24]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,25]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,26]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,27]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,28]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,29]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,30]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,31]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,32]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,33]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,34]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,35]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,36]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,37]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,38]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,39]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,40]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,41]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,42]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,43]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,44]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,45]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,46]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,47]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,48]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,49]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,50]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,51]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,52]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,53]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,54]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,55]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,56]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,57]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,58]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,59]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,60]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,61]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,62]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,63]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,64]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,65]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,66]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,67]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,68]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,69]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,70]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,71]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,72]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,73]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,74]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,75]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,76]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,77]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,78]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,79]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,80]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,81]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,82]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,83]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,84]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,85]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,86]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,87]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,88]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,89]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,90]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,91]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,92]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,93]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,94]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,95]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,96]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,97]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,98]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,99]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[18,100]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,1]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,2]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,3]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,4]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,5]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,6]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,7]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,8]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,9]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,10]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,11]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,12]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,13]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,14]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,15]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,16]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,17]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,18]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,19]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,20]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,21]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,22]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,23]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,24]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,25]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,26]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,27]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,28]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,29]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,30]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,31]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,32]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,33]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,34]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,35]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,36]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,37]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,38]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,39]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,40]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,41]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,42]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,43]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,44]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,45]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,46]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,47]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,48]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,49]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,50]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,51]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,52]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,53]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,54]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,55]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,56]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,57]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,58]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,59]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,60]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,61]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,62]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,63]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,64]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,65]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,66]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,67]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,68]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,69]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,70]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,71]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,72]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,73]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,74]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,75]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,76]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,77]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,78]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,79]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,80]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,81]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,82]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,83]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,84]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,85]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,86]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,87]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,88]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,89]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,90]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,91]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,92]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,93]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,94]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,95]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,96]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,97]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,98]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,99]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[19,100]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,1]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,2]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,3]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,4]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,5]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,6]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,7]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,8]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,9]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,10]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,11]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,12]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,13]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,14]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,15]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,16]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,17]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,18]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,19]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,20]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,21]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,22]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,23]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,24]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,25]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,26]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,27]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,28]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,29]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,30]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,31]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,32]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,33]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,34]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,35]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,36]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,37]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,38]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,39]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,40]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,41]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,42]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,43]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,44]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,45]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,46]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,47]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,48]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,49]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,50]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,51]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,52]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,53]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,54]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,55]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,56]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,57]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,58]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,59]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,60]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,61]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,62]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,63]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,64]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,65]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,66]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,67]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,68]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,69]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,70]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,71]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,72]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,73]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,74]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,75]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,76]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,77]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,78]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,79]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,80]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,81]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,82]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,83]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,84]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,85]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,86]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,87]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,88]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,89]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,90]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,91]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,92]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,93]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,94]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,95]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,96]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,97]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,98]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,99]
  -> skipped (disjoint from Omega)
cell verification:[i,j]=[20,100]
  -> skipped (disjoint from Omega)
    min lower bound over all R_ij: 10.651413462612492
    all cells certified positive: true

--- STEP (1-3): Certify sign of ∂²J/∂y² on x=1/2 (axis subdivision)
    min lower bound over all I_m^y: 2.9609396975942648
    all intervals certified positive: true

================================================================
Ω_up verified: true
================================================================

--- attempt 1 elapsed: 44155.2 s (= 12.27 h) ---
=== J1 VERIFIED on attempt 1 (Nx=20, Ny=100, Ny_axis=200) ===

>>> J1 headline numbers <<<
  step 1-2 min lower bound (ddJ/dx^2): 1.06514134626124921e+01
  step 1-3 min lower bound (ddJ/dy^2): 2.96093969759426479e+00
  Nx=20, Ny=100, Ny_axis=200
=== run_omegaup_retry J1 ended 2026-05-03 19:18:24 ===
